"station_name","measurement_timestamp","air_temperature","wet_bulb_temperature","humidity","rain_intensity","interval_rain","total_rain","precipitation_type","wind_direction","wind_speed","maximum_wind_speed","barometric_pressure","solar_radiation","heading","battery_life","measurement_timestamp_label","measurement_id"
"Foster Weather Station","2024-04-30T18:00:00.000","13.67",,"69",,"0",,,"0","3.3","0","989.8","267",,"15.1","04/30/2024 6:00 PM","FosterWeatherStation202404301800"
"Oak Street Weather Station","2024-04-30T18:00:00.000","18.3","13.1","56","0","0","82.4","0","132","1.6","2.7","991.3","25","358","12","04/30/2024 6:00 PM","OakStreetWeatherStation202404301800"
"Foster Weather Station","2024-04-30T17:00:00.000","14.17",,"67",,"0",,,"0","3.3","0","990.5","448",,"15.1","04/30/2024 5:00 PM","FosterWeatherStation202404301700"
"Oak Street Weather Station","2024-04-30T17:00:00.000","16.7","12.3","60","0","0","82.4","0","104","1.2","2.3","992","30","358","12","04/30/2024 5:00 PM","OakStreetWeatherStation202404301700"
"Foster Weather Station","2024-04-30T16:00:00.000","14.06",,"66",,"0",,,"0","3.3","0","990.9","602",,"15.1","04/30/2024 4:00 PM","FosterWeatherStation202404301600"
"Oak Street Weather Station","2024-04-30T16:00:00.000","15.3","11.8","67","0","0","82.4","0","114","4.1","5.7","992.3","543","358","12.1","04/30/2024 4:00 PM","OakStreetWeatherStation202404301600"
"Foster Weather Station","2024-04-30T15:00:00.000","13.78",,"65",,"0",,,"0","3.3","0","991.2","734",,"15.1","04/30/2024 3:00 PM","FosterWeatherStation202404301500"
"Oak Street Weather Station","2024-04-30T15:00:00.000","14.9","11.7","69","0","0","82.4","0","106","3.6","4.9","992.7","667","358","12.1","04/30/2024 3:00 PM","OakStreetWeatherStation202404301500"
"Foster Weather Station","2024-04-30T14:00:00.000","14.67",,"63",,"0",,,"0","3.3","0","991.5","809",,"15.1","04/30/2024 2:00 PM","FosterWeatherStation202404301400"
"Oak Street Weather Station","2024-04-30T14:00:00.000","14.6","11.7","71","0","0","82.4","0","117","3.1","4.6","993","753","358","12","04/30/2024 2:00 PM","OakStreetWeatherStation202404301400"
"Foster Weather Station","2024-04-30T13:00:00.000","13.5",,"64",,"0",,,"0","3.3","0","991.9","833",,"15.1","04/30/2024 1:00 PM","FosterWeatherStation202404301300"
"Oak Street Weather Station","2024-04-30T13:00:00.000","15.4","12","68","0","0","82.4","0","128","2.8","4.7","993.4","789","358","12","04/30/2024 1:00 PM","OakStreetWeatherStation202404301300"
"Foster Weather Station","2024-04-30T12:00:00.000","18.39",,"45",,"0",,,"0","3.3","0","992.2","815",,"15.1","04/30/2024 12:00 PM","FosterWeatherStation202404301200"
"Oak Street Weather Station","2024-04-30T12:00:00.000","19.6","13","47","0","0","82.4","0","332","2","4.6","993.7","782","358","12","04/30/2024 12:00 PM","OakStreetWeatherStation202404301200"
"Foster Weather Station","2024-04-30T11:00:00.000","16.78",,"47",,"0",,,"0","3.3","0","992.2","741",,"15.1","04/30/2024 11:00 AM","FosterWeatherStation202404301100"
"Oak Street Weather Station","2024-04-30T11:00:00.000","18","12","49","0","0","82.4","0","37","1.4","3.8","993.8","730","358","12","04/30/2024 11:00 AM","OakStreetWeatherStation202404301100"
"Foster Weather Station","2024-04-30T10:00:00.000","15.67",,"49",,"0",,,"0","3.3","0","992.2","621",,"15.1","04/30/2024 10:00 AM","FosterWeatherStation202404301000"
"Oak Street Weather Station","2024-04-30T10:00:00.000","16.7","11.2","52","0","0","82.4","0","328","1.9","3.6","994","626","358","12","04/30/2024 10:00 AM","OakStreetWeatherStation202404301000"
"Foster Weather Station","2024-04-30T09:00:00.000","14.28",,"51",,"0",,,"0","3.3","0","992.6","467",,"15.1","04/30/2024 9:00 AM","FosterWeatherStation202404300900"
"Oak Street Weather Station","2024-04-30T09:00:00.000","15.6","10.5","53","0","0","82.4","0","337","2","3.5","994.2","490","358","12","04/30/2024 9:00 AM","OakStreetWeatherStation202404300900"
"Foster Weather Station","2024-04-30T08:00:00.000","13.17",,"55",,"0.05",,,"0","3.3","0","991.9","301",,"15.1","04/30/2024 8:00 AM","FosterWeatherStation202404300800"
"Oak Street Weather Station","2024-04-30T08:00:00.000","14.7","10.3","58","0","0","82.4","0","295","1.2","3.9","993.8","330","358","12","04/30/2024 8:00 AM","OakStreetWeatherStation202404300800"
"Foster Weather Station","2024-04-30T07:00:00.000","12",,"64",,"0",,,"0","3.3","0","991.9","132",,"15.2","04/30/2024 7:00 AM","FosterWeatherStation202404300700"
"Foster Weather Station","2024-04-30T06:00:00.000","11.28",,"65",,"0",,,"0","3.3","0","991.5","15",,"15.1","04/30/2024 6:00 AM","FosterWeatherStation202404300600"
"Oak Street Weather Station","2024-04-30T06:00:00.000","13","9.4","63","0","0","82.4","0","264","0.5","0.9","993.3","10","358","12","04/30/2024 6:00 AM","OakStreetWeatherStation202404300600"
"Foster Weather Station","2024-04-30T05:00:00.000","11.89",,"61",,"0",,,"0","3.3","0","990.9","4",,"15.2","04/30/2024 5:00 AM","FosterWeatherStation202404300500"
"Oak Street Weather Station","2024-04-30T05:00:00.000","13.1","9.5","63","0","0","82.4","0","292","0.7","1.9","992.5","0","358","12","04/30/2024 5:00 AM","OakStreetWeatherStation202404300500"
"Foster Weather Station","2024-04-30T04:00:00.000","11.78",,"62",,"0",,,"0","3.3","0","989.8","5",,"15.2","04/30/2024 4:00 AM","FosterWeatherStation202404300400"
"Oak Street Weather Station","2024-04-30T04:00:00.000","13.4","9.6","62","0","0","82.4","0","261","1.5","2.7","991.6","0","358","12","04/30/2024 4:00 AM","OakStreetWeatherStation202404300400"
"Foster Weather Station","2024-04-30T03:00:00.000","12.28",,"61",,"0",,,"0","3.3","0","989.5","4",,"15.2","04/30/2024 3:00 AM","FosterWeatherStation202404300300"
"Oak Street Weather Station","2024-04-30T03:00:00.000","13.6","9.8","62","0","0","82.4","0","353","1.1","2.2","991.4","0","358","11.9","04/30/2024 3:00 AM","OakStreetWeatherStation202404300300"
"Foster Weather Station","2024-04-30T02:00:00.000","12.56",,"61",,"0",,,"0","3.3","0","989.8","4",,"15.2","04/30/2024 2:00 AM","FosterWeatherStation202404300200"
"Oak Street Weather Station","2024-04-30T02:00:00.000","14.2","10.1","60","0","0","82.4","0","0","0","0.8","991.5","0","358","12","04/30/2024 2:00 AM","OakStreetWeatherStation202404300200"
"Foster Weather Station","2024-04-30T01:00:00.000","13.28",,"58",,"0",,,"0","3.3","0","989.5","4",,"15.2","04/30/2024 1:00 AM","FosterWeatherStation202404300100"
"Oak Street Weather Station","2024-04-30T01:00:00.000","14.9","10.5","58","0","0","82.4","0","303","1.4","2.9","991.3","-2","358","12","04/30/2024 1:00 AM","OakStreetWeatherStation202404300100"
"Foster Weather Station","2024-04-30T00:00:00.000","14.17",,"56",,"0",,,"0","3.3","0","989.5","4",,"15.1","04/30/2024 12:00 AM","FosterWeatherStation202404302400"
"Oak Street Weather Station","2024-04-30T00:00:00.000","15.4","10.8","57","0","0","82.4","0","331","1.1","2","991.1","0","358","11.9","04/30/2024 12:00 AM","OakStreetWeatherStation202404302400"
"Foster Weather Station","2024-04-29T23:00:00.000","15",,"54",,"0",,,"0","3.3","0","989.5","6",,"15.1","04/29/2024 11:00 PM","FosterWeatherStation202404292300"
"Oak Street Weather Station","2024-04-29T23:00:00.000","16.1","11.2","56","0","0","82.4","0","349","1.3","4","991","-2","358","11.9","04/29/2024 11:00 PM","OakStreetWeatherStation202404292300"
"Foster Weather Station","2024-04-29T22:00:00.000","16",,"59",,"0",,,"0","3.3","0","989.2","5",,"15.1","04/29/2024 10:00 PM","FosterWeatherStation202404292200"
"Oak Street Weather Station","2024-04-29T22:00:00.000","17.4","13.2","63","0","0","82.4","0","345","2.6","4.3","990.9","-2","358","11.9","04/29/2024 10:00 PM","OakStreetWeatherStation202404292200"
"Foster Weather Station","2024-04-29T21:00:00.000","18.28",,"54",,"0",,,"0","3.3","0","988.1","4",,"15.1","04/29/2024 9:00 PM","FosterWeatherStation202404292100"
"Oak Street Weather Station","2024-04-29T21:00:00.000","19.6","14.7","59","0","0","82.4","0","0","1.1","2.8","989.7","-3","358","11.7","04/29/2024 9:00 PM","OakStreetWeatherStation202404292100"
"Foster Weather Station","2024-04-29T20:00:00.000","19.89",,"61",,"0",,,"0","3.3","0","987.5","6",,"15.1","04/29/2024 8:00 PM","FosterWeatherStation202404292000"
"Oak Street Weather Station","2024-04-29T20:00:00.000","20.5","16.1","64","0","0","82.4","0","0","0.5","1.7","988.9","-2","358","12","04/29/2024 8:00 PM","OakStreetWeatherStation202404292000"
"Foster Weather Station","2024-04-29T19:00:00.000","20.39",,"58",,"0",,,"0","3.3","0","987.1","64",,"15.1","04/29/2024 7:00 PM","FosterWeatherStation202404291900"
"Oak Street Weather Station","2024-04-29T19:00:00.000","21.2","16.2","61","0","0","82.4","0","95","1.6","2.2","988.7","43","358","12","04/29/2024 7:00 PM","OakStreetWeatherStation202404291900"
"Foster Weather Station","2024-04-29T18:00:00.000","20.67",,"55",,"0",,,"0","3.3","0","987.1","235",,"15.1","04/29/2024 6:00 PM","FosterWeatherStation202404291800"
"Oak Street Weather Station","2024-04-29T18:00:00.000","21.1","16.3","62","0","0","82.4","0","283","1.1","4.4","988.6","130","358","12","04/29/2024 6:00 PM","OakStreetWeatherStation202404291800"
"Foster Weather Station","2024-04-29T17:00:00.000","20.39",,"60",,"0",,,"0","3.3","0","987.1","274",,"15.1","04/29/2024 5:00 PM","FosterWeatherStation202404291700"
"Oak Street Weather Station","2024-04-29T17:00:00.000","20.4","16.6","68","0","0","82.4","0","100","0.9","1.6","988.9","145","358","12","04/29/2024 5:00 PM","OakStreetWeatherStation202404291700"
"Foster Weather Station","2024-04-29T16:00:00.000","19.56",,"65",,"0",,,"0","3.3","0","987.5","287",,"15.1","04/29/2024 4:00 PM","FosterWeatherStation202404291600"
"Oak Street Weather Station","2024-04-29T16:00:00.000","20.3","16.6","70","0","0","82.4","0","344","1.4","2.3","989.2","336","358","12","04/29/2024 4:00 PM","OakStreetWeatherStation202404291600"
"Foster Weather Station","2024-04-29T15:00:00.000","18.67",,"68",,"0",,,"0","3.3","0","987.8","62",,"15.1","04/29/2024 3:00 PM","FosterWeatherStation202404291500"
"Oak Street Weather Station","2024-04-29T15:00:00.000","19.7","16.2","71","0","0","82.4","0","219","0.8","2.3","989.3","68","358","11.9","04/29/2024 3:00 PM","OakStreetWeatherStation202404291500"
"Foster Weather Station","2024-04-29T14:00:00.000","18.5",,"68",,"0",,,"0","3.3","0","988.1","108",,"15.1","04/29/2024 2:00 PM","FosterWeatherStation202404291400"
"Oak Street Weather Station","2024-04-29T14:00:00.000","19.3","15.9","71","0","0","82.4","0","288","1.3","4.1","989.8","98","358","12.1","04/29/2024 2:00 PM","OakStreetWeatherStation202404291400"
"Foster Weather Station","2024-04-29T13:00:00.000","18.56",,"68",,"0",,,"0","3.3","0","988.1","244",,"15.1","04/29/2024 1:00 PM","FosterWeatherStation202404291300"
"Oak Street Weather Station","2024-04-29T13:00:00.000","19.1","15.9","72","0","0","82.4","0","28","1.2","2.8","989.7","150","358","12","04/29/2024 1:00 PM","OakStreetWeatherStation202404291300"
"Foster Weather Station","2024-04-29T12:00:00.000","18.89",,"67",,"0",,,"0","3.3","0","988.1","330",,"15.1","04/29/2024 12:00 PM","FosterWeatherStation202404291200"
"Oak Street Weather Station","2024-04-29T12:00:00.000","19.5","16","70","0","0","82.4","0","0","0.5","2.2","989.7","152","358","12","04/29/2024 12:00 PM","OakStreetWeatherStation202404291200"
"Foster Weather Station","2024-04-29T11:00:00.000","18.56",,"66",,"0",,,"0","3.3","0","988.1","278",,"15.1","04/29/2024 11:00 AM","FosterWeatherStation202404291100"
"Oak Street Weather Station","2024-04-29T11:00:00.000","19.4","15.9","70","0","0","82.4","0","290","1.3","3.3","989.7","151","358","12","04/29/2024 11:00 AM","OakStreetWeatherStation202404291100"
"Foster Weather Station","2024-04-29T10:00:00.000","18.39",,"71",,"0",,,"0","3.3","0","987.8","451",,"15.1","04/29/2024 10:00 AM","FosterWeatherStation202404291000"
"Oak Street Weather Station","2024-04-29T10:00:00.000","19.3","16.2","74","0","0","82.4","0","314","1.5","2.4","989.4","555","358","12","04/29/2024 10:00 AM","OakStreetWeatherStation202404291000"
"Foster Weather Station","2024-04-29T09:00:00.000","16.89",,"83",,"0",,,"0","3.3","0","987.1","298",,"15.1","04/29/2024 9:00 AM","FosterWeatherStation202404290900"
"Oak Street Weather Station","2024-04-29T09:00:00.000","17.3","15.8","86","0","0","82.4","0","118","3.3","4.9","988.6","203","358","12","04/29/2024 9:00 AM","OakStreetWeatherStation202404290900"
"Foster Weather Station","2024-04-29T08:00:00.000","15",,"89",,"0.74",,,"0","3.3","0","987.5","54",,"15.1","04/29/2024 8:00 AM","FosterWeatherStation202404290800"
"Oak Street Weather Station","2024-04-29T08:00:00.000","16.5","15.4","90","0","0.8","82.4","60","124","1.5","2.5","989","38","358","12","04/29/2024 8:00 AM","OakStreetWeatherStation202404290800"
"Foster Weather Station","2024-04-29T07:00:00.000","15.56",,"86",,"2.64",,,"0","3.3","0","987.5","11",,"15.2","04/29/2024 7:00 AM","FosterWeatherStation202404290700"
"Oak Street Weather Station","2024-04-29T07:00:00.000","16.4","15.4","90","1.2","3.3","81.5","60","121","1.1","1.7","989.5","10","358","12","04/29/2024 7:00 AM","OakStreetWeatherStation202404290700"
"Foster Weather Station","2024-04-29T06:00:00.000","16.28",,"85",,"9.12",,,"0","3.3","0","988.1","0",,"15.1","04/29/2024 6:00 AM","FosterWeatherStation202404290600"
"Oak Street Weather Station","2024-04-29T06:00:00.000","16.7","15.8","91","5.4","6.1","78.2","60","295","0.7","2","989.8","-2","358","12","04/29/2024 6:00 AM","OakStreetWeatherStation202404290600"
"Foster Weather Station","2024-04-29T05:00:00.000","17.06",,"88",,"9.83",,,"0","3.3","0","987.5","0",,"15.1","04/29/2024 5:00 AM","FosterWeatherStation202404290500"
"Oak Street Weather Station","2024-04-29T05:00:00.000","16.9","15.9","91","10.8","8.1","72.1","60","65","0.8","2.1","989.1","-3","358","12.1","04/29/2024 5:00 AM","OakStreetWeatherStation202404290500"
"Foster Weather Station","2024-04-29T04:00:00.000","17.56",,"85",,"0.13",,,"0","3.3","0","987.5","0",,"15.1","04/29/2024 4:00 AM","FosterWeatherStation202404290400"
"Oak Street Weather Station","2024-04-29T04:00:00.000","18.6","17.1","86","0","1.2","63.9","60","116","3.1","4.4","989.4","-3","358","12","04/29/2024 4:00 AM","OakStreetWeatherStation202404290400"
"Foster Weather Station","2024-04-29T03:00:00.000","17.78",,"85",,"7.19",,,"0","3.3","0","988.1","1",,"15.1","04/29/2024 3:00 AM","FosterWeatherStation202404290300"
"Oak Street Weather Station","2024-04-29T03:00:00.000","18.4","16.3","82","3.6","3.6","62.7","60","271","2.2","4.1","989.8","-2","358","12","04/29/2024 3:00 AM","OakStreetWeatherStation202404290300"
"Foster Weather Station","2024-04-29T02:00:00.000","18.78",,"84",,"4.01",,,"0","3.3","0","988.8","2",,"15.1","04/29/2024 2:00 AM","FosterWeatherStation202404290200"
"Oak Street Weather Station","2024-04-29T02:00:00.000","20","18.3","85","2.4","1.3","59.1","60","294","1.3","3","990.4","-3","358","12","04/29/2024 2:00 AM","OakStreetWeatherStation202404290200"
"Foster Weather Station","2024-04-29T01:00:00.000","20.78",,"71",,"0",,,"0","3.3","0","988.8","5",,"15.1","04/29/2024 1:00 AM","FosterWeatherStation202404290100"
"Oak Street Weather Station","2024-04-29T01:00:00.000","21.5","18.2","73","0","0","57.8","0","146","0.6","1.2","990.3","-4","358","12","04/29/2024 1:00 AM","OakStreetWeatherStation202404290100"
"Foster Weather Station","2024-04-29T00:00:00.000","21.06",,"69",,"0",,,"0","3.3","0","989.2","3",,"15.1","04/29/2024 12:00 AM","FosterWeatherStation202404292400"
"Oak Street Weather Station","2024-04-29T00:00:00.000","21.6","18.2","72","0","0","57.8","0","295","0.8","1.4","990.6","-4","358","12","04/29/2024 12:00 AM","OakStreetWeatherStation202404292400"
"Foster Weather Station","2024-04-28T23:00:00.000","21.39",,"68",,"0",,,"0","3.3","0","989.2","4",,"15.1","04/28/2024 11:00 PM","FosterWeatherStation202404282300"
"Oak Street Weather Station","2024-04-28T23:00:00.000","21.7","18","70","0","0","57.8","0","95","1","2.1","990.7","-3","358","12.1","04/28/2024 11:00 PM","OakStreetWeatherStation202404282300"
"Foster Weather Station","2024-04-28T22:00:00.000","21.5",,"68",,"0",,,"0","3.3","0","989.5","4",,"15.1","04/28/2024 10:00 PM","FosterWeatherStation202404282200"
"Oak Street Weather Station","2024-04-28T22:00:00.000","22","18.2","69","0","0","57.8","0","117","1","1.8","991.1","-4","358","12.1","04/28/2024 10:00 PM","OakStreetWeatherStation202404282200"
"Foster Weather Station","2024-04-28T21:00:00.000","21.67",,"66",,"0",,,"0","3.3","0","989.5","4",,"15.1","04/28/2024 9:00 PM","FosterWeatherStation202404282100"
"Oak Street Weather Station","2024-04-28T21:00:00.000","22.3","18.3","68","0","0","57.8","0","110","1","1.4","991.3","-4","358","12","04/28/2024 9:00 PM","OakStreetWeatherStation202404282100"
"Foster Weather Station","2024-04-28T20:00:00.000","22.17",,"64",,"0",,,"0","3.3","0","989.8","4",,"15.1","04/28/2024 8:00 PM","FosterWeatherStation202404282000"
"Oak Street Weather Station","2024-04-28T20:00:00.000","22.6","18.2","66","0","0","57.8","0","89","0.8","1.7","991.4","-4","358","12","04/28/2024 8:00 PM","OakStreetWeatherStation202404282000"
"Foster Weather Station","2024-04-28T19:00:00.000","22.67",,"61",,"0",,,"0","3.3","0","989.8","56",,"15.1","04/28/2024 7:00 PM","FosterWeatherStation202404281900"
"Oak Street Weather Station","2024-04-28T19:00:00.000","23.2","18.4","63","0","0","57.8","0","124","0.8","2.1","991.2","39","358","12","04/28/2024 7:00 PM","OakStreetWeatherStation202404281900"
"Foster Weather Station","2024-04-28T18:00:00.000","23.17",,"58",,"0",,,"0","3.3","0","989.8","140",,"15.1","04/28/2024 6:00 PM","FosterWeatherStation202404281800"
"Oak Street Weather Station","2024-04-28T18:00:00.000","23.6","18.5","62","0","0","57.8","0","5","0.9","1.8","991.4","27","358","12","04/28/2024 6:00 PM","OakStreetWeatherStation202404281800"
"Foster Weather Station","2024-04-28T17:00:00.000","23.17",,"58",,"0",,,"0","3.3","0","989.2","110",,"15.1","04/28/2024 5:00 PM","FosterWeatherStation202404281700"
"Oak Street Weather Station","2024-04-28T17:00:00.000","23.8","18.6","61","0","0","57.8","0","0","0.5","1.7","990.7","54","358","11.9","04/28/2024 5:00 PM","OakStreetWeatherStation202404281700"
"Foster Weather Station","2024-04-28T16:00:00.000","10.56",,"89",,"0",,,"0","3.3","0","988.5","78",,"15.1","04/28/2024 4:00 PM","FosterWeatherStation202404281600"
"Oak Street Weather Station","2024-04-28T16:00:00.000","23.5","18.5","62","0","0","57.8","60","267","3.7","8.8","989.9","169","358","12","04/28/2024 4:00 PM","OakStreetWeatherStation202404281600"
"Foster Weather Station","2024-04-28T15:00:00.000","8.67",,"89",,"0",,,"0","3.3","0","989.2","171",,"15.2","04/28/2024 3:00 PM","FosterWeatherStation202404281500"
"Oak Street Weather Station","2024-04-28T15:00:00.000","9.9","9.5","95","0","0","57.8","0","30","2.6","3.5","990.8","243","358","12.1","04/28/2024 3:00 PM","OakStreetWeatherStation202404281500"
"Foster Weather Station","2024-04-28T14:00:00.000","9.28",,"88",,"0",,,"0","3.3","0","990.5","576",,"15.2","04/28/2024 2:00 PM","FosterWeatherStation202404281400"
"Oak Street Weather Station","2024-04-28T14:00:00.000","10","9.6","95","0","0","57.8","0","33","3.1","4","992.1","439","358","12.1","04/28/2024 2:00 PM","OakStreetWeatherStation202404281400"
"Foster Weather Station","2024-04-28T13:00:00.000","9.17",,"89",,"0",,,"0","3.3","0","991.2","285",,"15.1","04/28/2024 1:00 PM","FosterWeatherStation202404281300"
"Oak Street Weather Station","2024-04-28T13:00:00.000","10.1","9.7","95","0","0","57.8","0","33","4.2","5.5","993.1","309","358","12","04/28/2024 1:00 PM","OakStreetWeatherStation202404281300"
"Foster Weather Station","2024-04-28T12:00:00.000","10.28",,"89",,"0",,,"0","3.3","0","991.9","309",,"15.1","04/28/2024 12:00 PM","FosterWeatherStation202404281200"
"Oak Street Weather Station","2024-04-28T12:00:00.000","11.5","11","95","0","0","57.8","0","33","1.1","1.7","993.5","394","358","11.9","04/28/2024 12:00 PM","OakStreetWeatherStation202404281200"
"Foster Weather Station","2024-04-28T11:00:00.000","10.67",,"89",,"0",,,"0","3.3","0","992.2","104",,"15.1","04/28/2024 11:00 AM","FosterWeatherStation202404281100"
"Oak Street Weather Station","2024-04-28T11:00:00.000","11.3","10.8","94","0","0","57.8","0","29","1.3","1.8","994","53","358","12","04/28/2024 11:00 AM","OakStreetWeatherStation202404281100"
"Foster Weather Station","2024-04-28T10:00:00.000","10.89",,"89",,"0",,,"0","3.3","0","991.9","181",,"15.2","04/28/2024 10:00 AM","FosterWeatherStation202404281000"
"Oak Street Weather Station","2024-04-28T10:00:00.000","12.4","11.8","94","0","0","57.8","0","6","3.4","4.4","993.5","38","358","11.9","04/28/2024 10:00 AM","OakStreetWeatherStation202404281000"
"Foster Weather Station","2024-04-28T09:00:00.000","14",,"87",,"0",,,"0","3.3","0","991.9","118",,"15.1","04/28/2024 9:00 AM","FosterWeatherStation202404280900"
"Oak Street Weather Station","2024-04-28T09:00:00.000","13.4","12.6","91","0","0","57.8","0","60","1","1.6","993.3","87","358","12","04/28/2024 9:00 AM","OakStreetWeatherStation202404280900"
"Foster Weather Station","2024-04-28T08:00:00.000","15.5",,"90",,"0.15",,,"0","3.3","0","991.2","112",,"15.1","04/28/2024 8:00 AM","FosterWeatherStation202404280800"
"Oak Street Weather Station","2024-04-28T08:00:00.000","17.5","16.4","90","0","0.2","57.8","0","115","2.8","4.5","992.9","250","358","12","04/28/2024 8:00 AM","OakStreetWeatherStation202404280800"
"Foster Weather Station","2024-04-28T07:00:00.000","14.78",,"89",,"1.24",,,"0","3.3","0","991.2","18",,"15.1","04/28/2024 7:00 AM","FosterWeatherStation202404280700"
"Oak Street Weather Station","2024-04-28T07:00:00.000","17.5","16.5","91","0","1.3","57.6","60","111","3.4","4.6","992.7","13","358","11.9","04/28/2024 7:00 AM","OakStreetWeatherStation202404280700"
"Foster Weather Station","2024-04-28T06:00:00.000","17.17",,"88",,"2.44",,,"0","3.3","0","992.2","2",,"15.1","04/28/2024 6:00 AM","FosterWeatherStation202404280600"
"Oak Street Weather Station","2024-04-28T06:00:00.000","18.3","17","88","2.4","3.5","56.3","60","111","2.1","4","993.2","-2","358","11.9","04/28/2024 6:00 AM","OakStreetWeatherStation202404280600"
"Foster Weather Station","2024-04-28T05:00:00.000","16.56",,"87",,"5.59",,,"0","3.3","0","990.5","0",,"15.1","04/28/2024 5:00 AM","FosterWeatherStation202404280500"
"Oak Street Weather Station","2024-04-28T05:00:00.000","17.5","16.3","89","2.4","4.8","52.8","60","246","0.8","2.5","992.2","-3","358","11.9","04/28/2024 5:00 AM","OakStreetWeatherStation202404280500"
"Foster Weather Station","2024-04-28T04:00:00.000","17.17",,"84",,"5.05",,,"0","3.3","0","991.2","1",,"15.1","04/28/2024 4:00 AM","FosterWeatherStation202404280400"
"Oak Street Weather Station","2024-04-28T04:00:00.000","17.9","16.3","86","6.6","6.4","48","60","293","1.6","3.1","992.8","-3","358","12","04/28/2024 4:00 AM","OakStreetWeatherStation202404280400"
"Foster Weather Station","2024-04-28T03:00:00.000","17.56",,"84",,"1.55",,,"0","3.3","0","990.2","0",,"15.1","04/28/2024 3:00 AM","FosterWeatherStation202404280300"
"Oak Street Weather Station","2024-04-28T03:00:00.000","18.3","17","88","9","6.9","41.6","60","272","3.3","7.1","991.9","-3","358","12","04/28/2024 3:00 AM","OakStreetWeatherStation202404280300"
"Foster Weather Station","2024-04-28T02:00:00.000","19.39",,"74",,"0",,,"0","3.3","0","990.5","6",,"15.1","04/28/2024 2:00 AM","FosterWeatherStation202404280200"
"Oak Street Weather Station","2024-04-28T02:00:00.000","19.6","17.3","80","1.8","0.9","34.7","60","302","1.5","3.1","992.2","-3","358","12","04/28/2024 2:00 AM","OakStreetWeatherStation202404280200"
"Foster Weather Station","2024-04-28T01:00:00.000","20.06",,"76",,"0",,,"0","3.3","0","991.9","3",,"15.1","04/28/2024 1:00 AM","FosterWeatherStation202404280100"
"Oak Street Weather Station","2024-04-28T01:00:00.000","20.9","18.2","78","0","0","33.8","0","275","1.5","3.5","993.5","-4","358","11.9","04/28/2024 1:00 AM","OakStreetWeatherStation202404280100"
"Foster Weather Station","2024-04-28T00:00:00.000","20.28",,"75",,"0",,,"0","3.3","0","991.9","5",,"15.1","04/28/2024 12:00 AM","FosterWeatherStation202404282400"
"Oak Street Weather Station","2024-04-28T00:00:00.000","21.1","18.5","79","1.2","0.3","33.8","60","0","0.9","1.9","993.7","-4","358","12","04/28/2024 12:00 AM","OakStreetWeatherStation202404282400"
"Foster Weather Station","2024-04-27T23:00:00.000","20.67",,"75",,"0",,,"0","3.3","0","992.9","6",,"15.1","04/27/2024 11:00 PM","FosterWeatherStation202404272300"
"Oak Street Weather Station","2024-04-27T23:00:00.000","21.3","18.6","78","0","0","33.5","0","280","1.4","4.6","994.6","-4","358","12","04/27/2024 11:00 PM","OakStreetWeatherStation202404272300"
"Foster Weather Station","2024-04-27T22:00:00.000","21.28",,"72",,"0",,,"0","3.3","0","991.9","4",,"15.1","04/27/2024 10:00 PM","FosterWeatherStation202404272200"
"Oak Street Weather Station","2024-04-27T22:00:00.000","21.8","18.6","74","0","0","33.5","0","49","0.8","1.8","994","-4","358","12","04/27/2024 10:00 PM","OakStreetWeatherStation202404272200"
"Foster Weather Station","2024-04-27T21:00:00.000","22.5",,"65",,"0",,,"0","3.3","0","992.2","6",,"15.1","04/27/2024 9:00 PM","FosterWeatherStation202404272100"
"Oak Street Weather Station","2024-04-27T21:00:00.000","23.1","19.1","69","0","0","33.5","0","278","2.2","5.4","993.8","-4","358","12","04/27/2024 9:00 PM","OakStreetWeatherStation202404272100"
"Foster Weather Station","2024-04-27T20:00:00.000","23.39",,"61",,"0",,,"0","3.3","0","991.2","4",,"15.1","04/27/2024 8:00 PM","FosterWeatherStation202404272000"
"Oak Street Weather Station","2024-04-27T20:00:00.000","24","19.2","64","0","0","33.5","0","270","1.5","5.3","992.9","-4","358","12","04/27/2024 8:00 PM","OakStreetWeatherStation202404272000"
"Foster Weather Station","2024-04-27T19:00:00.000","24",,"62",,"0",,,"0","3.3","0","990.2","41",,"15.1","04/27/2024 7:00 PM","FosterWeatherStation202404271900"
"Oak Street Weather Station","2024-04-27T19:00:00.000","24.5","19.9","66","0","0","33.5","0","291","1.6","2.5","992","29","358","12","04/27/2024 7:00 PM","OakStreetWeatherStation202404271900"
"Foster Weather Station","2024-04-27T18:00:00.000","24.67",,"59",,"0",,,"0","3.3","0","990.2","91",,"15.1","04/27/2024 6:00 PM","FosterWeatherStation202404271800"
"Oak Street Weather Station","2024-04-27T18:00:00.000","25","20","64","0","0","33.5","0","206","1","2.7","991.9","80","358","12","04/27/2024 6:00 PM","OakStreetWeatherStation202404271800"
"Foster Weather Station","2024-04-27T17:00:00.000","25.06",,"57",,"0",,,"0","3.3","0","989.8","565",,"15.1","04/27/2024 5:00 PM","FosterWeatherStation202404271700"
"Oak Street Weather Station","2024-04-27T17:00:00.000","25.3","19.9","61","0","0","33.5","0","28","0.9","2.1","991.7","174","358","12","04/27/2024 5:00 PM","OakStreetWeatherStation202404271700"
