"id","license_id","account_number","site_number","legal_name","doing_business_as_name","address","city","state","zip_code","ward","precinct","ward_precinct","police_district","license_code","license_description","business_activity_id","business_activity","license_number","application_type","application_created_date","application_requirements_complete","payment_date","conditional_approval","license_start_date","expiration_date","license_approved_for_issuance","date_issued","license_status","license_status_change_date","ssa","latitude","longitude","location"
"2841317-20220511","2841317","392401","2","REGINA A. MARSHALL","GINA'S TASTEE PASTRIES","1503 E 85TH ST","CHICAGO","IL","60619","8","52","8-52","4","8345","Shared Kitchen User (Short Term)","805","Shared Kitchen User - Short Term (90 Days or Less - Not Renewable)","2841317","ISSUE","2022-04-12T00:00:00.000","2022-04-26T00:00:00.000","2022-04-26T00:00:00.000","N","2022-05-11T00:00:00.000","2022-08-15T00:00:00.000",,"2022-05-11T00:00:00.000","AAI",,"50","41.74041789","-87.587745893","
,  
(41.740417889673104, -87.5877458926201)"
"2594977-20220516","2839384","426969","1","CHASTE ESSENTIALS INC.","CHASTE HAIR","5 S AUSTIN BLVD 1ST","CHICAGO","IL","60644","29","19","29-19","15","1010","Limited Business License","904","Retail Sales of General Merchandise","2594977","RENEW",,"2022-03-15T00:00:00.000","2022-05-13T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.87990586","-87.774502613","
,  
(41.87990585980234, -87.77450261282782)"
"2846401-20220516","2846401","485818","1","PAYROLL PLUS 1, INC.","PAUL MCGREAL & COMPANY","2726 W 111TH ST","CHICAGO","IL","60655","19","17","19-17","22","1010","Limited Business License","659","Financial and Accounting Services","2846401","ISSUE","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.69181034","-87.689702205","
,  
(41.69181034040146, -87.68970220521621)"
"1821662-20220916","2859520","311734","1","DOT PRESS, LLC","DOT PRESS, LLC","1941 W FULTON ST 1ST 1ST","CHICAGO","IL","60612","27","27","27-27","12","1010","Limited Business License",,,"1821662","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.886673701","-87.675983715","
,  
(41.88667370137053, -87.67598371486731)"
"2487682-20220916","2861230","409236","1","K M AUTO BODY & EXPORTS INC.","K M AUTO BODY & EXPORTS","1123 W ROSEMONT AVE","CHICAGO","IL","60660","48","17","48-17","24","8340","Motor Vehicle Services License","711","Motor Vehicle Repair - Engine and Body Work","2487682","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"26","41.996275412","-87.659354033","
,  
(41.996275412180246, -87.65935403272574)"
"2196789-20220916","2859779","324608","2","MILK & HONEY GRANOLA, LLC","MILK & HONEY GRANOLA","627 N ALBANY AVE 1ST 170","CHICAGO","IL","60612","27","49","27-49","12","8343","Food - Shared Kitchen - Supplemental","803","Operation of a Shared Kitchen - Secondary to Primary Business (Supplemental)","2196789","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.892754104","-87.703860269","
,  
(41.89275410387521, -87.70386026922512)"
"1991942-20110316","2076892","218166","2","CAPITOL CONSTRUCTION SERVICES, INC.","CAPITOL CONSTRUCTION SERVICES, INC.","10412  ALLISONVILLE RD  100","FISHERS","IN","46038",,,,,"1010","Limited Business License",,,"1991942","RENEW",,"2011-01-14T00:00:00.000","2011-03-03T00:00:00.000","N","2011-03-16T00:00:00.000","2013-03-15T00:00:00.000","2011-03-03T00:00:00.000","2011-03-04T00:00:00.000","AAI",,,,,
"60856-20220616","2841844","19168","1","FIFY CORPORATION","BP AMOCO","3101 S MICHIGAN AVE 1ST","CHICAGO","IL","60616","3","53","3-53","2","1275","Filling Station","666","Operation of a Fuel Filling Station","60856","RENEW",,"2022-04-15T00:00:00.000","2022-05-15T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.838251391","-87.623294811","
,  
(41.8382513911452, -87.62329481051012)"
"2334706-20210516","2846384","391052","1","SHEFFIELD CHICAGO, LLC","BAR COCINA","2901 N SHEFFIELD AVE 1","CHICAGO","IL","60657","44","29","44-29","19","1050","Public Place of Amusement","746","Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee","2334706","RENEW",,"2022-05-13T00:00:00.000","2022-05-13T00:00:00.000","N","2021-05-16T00:00:00.000","2023-05-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,"17","41.934500538","-87.653775491","
,  
(41.93450053757158, -87.65377549058545)"
"2664899-20220716","2849690","456797","1","WELCOME BACK, LLC","THE WELCOME BACK LOUNGE","2423 N MILWAUKEE AVE","CHICAGO","IL","60647","1","19","1-19","14","1477","Outdoor Patio","784","Sale of Liquor Outdoors on Private Property","2664899","RENEW",,"2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","N","2022-07-16T00:00:00.000","2024-02-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.925312568","-87.701046354","
,  
(41.92531256763232, -87.7010463539838)"
"2637214-20220616","2844478","426942","1","ST. MICHAEL 52ND INC.","SHELL GAS","5226-5240 S WESTERN AVE","CHICAGO","IL","60609","15","19","15-19","9","1781","Tobacco","776 | 936 | 937","Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2637214","RENEW",,"2022-04-15T00:00:00.000","2022-05-13T00:00:00.000","N","2022-06-16T00:00:00.000","2023-06-15T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.798504866","-87.684301839","
,  
(41.798504865984114, -87.6843018392966)"
"2827297-20230716","2910298","411399","8","ALEX'S CATERING CORP","ALEX CATERING","1204 W 36TH PL","CHICAGO","IL","60609","11","25","11-25","9","4405","Mobile Food License","786","Sales of Previously Prepared Food (ONLY) that is Enclosed or Wrapped In Individual Portions From a Mobile Food Vehicle (Mobile Food Dispenser)","2827297","RENEW",,"2023-05-15T00:00:00.000","2023-07-16T00:00:00.000","N","2023-07-16T00:00:00.000","2025-07-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,"13","41.828094126","-87.655853695","
,  
(41.82809412610231, -87.65585369468056)"
"2204420-20220516","2836665","17973","2","ANDRZEJ SCIWIARSKI","ANDY'S VIDEO","7130  SEWARD","NILES","IL","60714",,,,,"4404","Regulated Business License","645","Distribution, Placing, Leasing or Sales of Automatic Amusement Devices","2204420","RENEW",,"2022-03-15T00:00:00.000","2022-05-14T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-14T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,,,
"1334113-20231216","2935935","258988","1","3200 INC","SHELL","3200 N KIMBALL AVE","CHICAGO","IL","60618","35","24","35-24","17","1781","Tobacco","763","Retail Sale of Tobacco","1334113","RENEW",,"2023-10-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-12-16T00:00:00.000","2024-12-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.939319663","-87.712641285","
,  
(41.93931966318777, -87.71264128508213)"
"2594838-20220616","2844479","426942","1","ST. MICHAEL 52ND INC.","SHELL GAS","5226-5240 S WESTERN AVE","CHICAGO","IL","60609","15","19","15-19","9","1275","Filling Station","666 | 767","Operation of a Fuel Filling Station | Retail Sales of General Merchandise and Non-Perishable Food","2594838","RENEW",,"2022-04-15T00:00:00.000","2022-05-13T00:00:00.000","N","2022-06-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.798504866","-87.684301839","
,  
(41.798504865984114, -87.6843018392966)"
"2109251-20211116","2810867","349718","1","MADISON BUTCHER MART INC.","MARIO'S BUTCHER SHOP","5817-5825 W MADISON ST 1","CHICAGO","IL","60644","29","26","29-26","15","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","2109251","RENEW",,"2021-09-15T00:00:00.000","2021-09-29T00:00:00.000","N","2021-11-16T00:00:00.000","2023-11-15T00:00:00.000","2021-09-29T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.880044981","-87.770493379","
,  
(41.88004498075895, -87.77049337933958)"
"1337423-20090516","1961936","260245","2","Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC.","12000  ROOSEVELT RD","HILLSIDE","IL","60162",,,,,"1010","Limited Business License",,,"1337423","RENEW",,"2009-03-16T00:00:00.000","2009-05-14T00:00:00.000","N","2009-05-16T00:00:00.000","2011-05-15T00:00:00.000","2009-05-14T00:00:00.000","2009-05-15T00:00:00.000","AAI",,,,,
"2850134-20220516","2850134","384187","1","SPARTEMP , LLC","SPARTEMP , LLC","1614 S CHESTERFIELD DR","ARLINGTON HEIGHTS","IL","60005",,,,,"4404","Regulated Business License","901","Heating, Ventilation and Air Conditioning Services - Residential","2850134","ISSUE","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2023-08-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,,,
"1337423-20110516","2086398","260245","2","Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC.","12000  ROOSEVELT RD","HILLSIDE","IL","60162",,,,,"1010","Limited Business License",,,"1337423","RENEW",,"2011-03-15T00:00:00.000","2011-04-29T00:00:00.000","N","2011-05-16T00:00:00.000","2013-05-15T00:00:00.000","2011-04-29T00:00:00.000","2011-05-02T00:00:00.000","AAI",,,,,
"1337178-20090516","1961941","260555","1","STANLEY & SONS CONTRUCTION INC.","STANLEY & SONS CONSTRUCTION INC","8611 W 75TH ST","JUSTICE","IL","60458",,,,,"1011","Home Repair",,,"1337178","RENEW",,"2009-03-16T00:00:00.000","2009-04-14T00:00:00.000","N","2009-05-16T00:00:00.000","2011-05-15T00:00:00.000","2009-04-14T00:00:00.000","2009-04-14T00:00:00.000","AAI",,,,,
"2718512-20220716","2849782","467227","1","LURE CHICAGO, LLC","LURE FISHBAR CHICAGO","616 N RUSH ST 1","CHICAGO","IL","60611","42","22","42-22","18","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2718512","RENEW",,"2022-05-15T00:00:00.000","2022-05-15T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.893130811","-87.625559064","
,  
(41.89313081087328, -87.62555906428202)"
"2677979-20220716","2849680","456090","3","CUDDLE BUNNY LLC","CUDDLE BUNNY LLC","2901 N CLARK ST","CHICAGO","IL","60657","44","6","44-6","19","1032","Animal Care License","608 | 610","Provide Animal Boarding Services | Animal Exhibition (30 Days or More)","2677979","RENEW",,"2022-05-15T00:00:00.000","2022-05-15T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","AAI",,"8","41.934928761","-87.646438175","
,  
(41.934928761184814, -87.6464381749943)"
"2863417-20220809","2863417","488483","1","EXTENDED FAMILY SMALL BUSINESS CREDITOR L.L.C.","EXTENDED FAMILY SMALL BUSINESS CREDITOR L.L.C.","4933 S PRAIRIE AVE  2","CHICAGO","IL","60615","3","31","3-31","2","4404","Regulated Business License","660","Financial Services (Home Based Business)","2863417","ISSUE","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","N","2022-08-09T00:00:00.000","2024-08-15T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.804702091","-87.6193255","
,  
(41.80470209085802, -87.61932549988111)"
"1991942-20100625","1991942","218166","2","CAPITOL CONSTRUCTION SERVICES, INC.","CAPITOL CONSTRUCTION SERVICES, INC.","10412  ALLISONVILLE RD  100","FISHERS","IN","46038",,,,,"1010","Limited Business License",,,"1991942","ISSUE",,"2009-09-03T00:00:00.000","2009-09-03T00:00:00.000","N","2010-06-25T00:00:00.000","2011-03-15T00:00:00.000","2009-09-03T00:00:00.000","2010-06-25T00:00:00.000","AAI",,,,,
"38468-20160616","2459183","15625","1","GAS EXPRESS INC","GAS EXPRESS INC","501 W 31ST ST 1ST","CHICAGO","IL","60616","11","20","11-20","9","1275","Filling Station","666","Operation of a Fuel Filling Station","38468","RENEW",,"2016-04-15T00:00:00.000","2016-06-07T00:00:00.000","N","2016-06-16T00:00:00.000","2018-06-15T00:00:00.000","2016-06-07T00:00:00.000","2016-06-08T00:00:00.000","AAI",,,"41.838029037","-87.639032803","
,  
(41.83802903654782, -87.63903280269402)"
"14822-20180516","2585182","51551","2","R & V, INC.","RUNAROUND SUE","9 W DIVISION ST  1","CHICAGO","IL","60610","2","36","2-36","18","1471","Late Hour","785","Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday","14822","RENEW",,"2018-03-15T00:00:00.000","2018-04-12T00:00:00.000","N","2018-05-16T00:00:00.000","2021-07-15T00:00:00.000","2018-04-12T00:00:00.000","2018-04-12T00:00:00.000","AAI",,,"41.903825309","-87.629076389","
,  
(41.9038253091784, -87.62907638861904)"
"14820-20100516","2023698","51551","2","R & V, INC.","RUNAROUND SUE","9 W DIVISION ST  1","CHICAGO","IL","60610","2","36","2-36","18","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","14820","RENEW",,"2010-03-15T00:00:00.000","2010-04-15T00:00:00.000","N","2010-05-16T00:00:00.000","2012-05-15T00:00:00.000","2010-09-03T00:00:00.000","2010-09-07T00:00:00.000","AAI",,,"41.903825309","-87.629076389","
,  
(41.9038253091784, -87.62907638861904)"
"2152285-20220816","2854310","371618","1","FCM 3019, INC.","FIRST CHOICE MARKET","3019 E 91ST ST 1 1","CHICAGO","IL","60617","10","25","10-25","4","1006","Retail Food Establishment","736 | 775","Preparation of Food, Coffee or Drinks | Retail Sales of Perishable Foods","2152285","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"5","41.729977871","-87.550382594","
,  
(41.72997787118805, -87.55038259436638)"
"2216388-20220916","2858334","64384","3","KALEIDOSCOPE IMAGING INC","KALEIDOSCOPE IMAGING INC","700 N SACRAMENTO BLVD  265","CHICAGO","IL","60612","27","49","27-49","12","4404","Regulated Business License","816","Storage or Use of Hazardous Materials","2216388","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.893793089","-87.702297983","
,  
(41.89379308914981, -87.70229798303369)"
"1817989-20220916","2859682","316166","1","DANGIOS FINE ART, INC.","DANGIOS FINE ART, INC.","3050 W TAYLOR ST 1ST","CHICAGO","IL","60612","28","35","28-35","11","1009","Manufacturing Establishments","929","Miscellaneous Manufacturing","1817989","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.86927769","-87.702892895","
,  
(41.86927768963756, -87.70289289517747)"
"1681578-20210916","2799584","302020","1","CHICAGO JIUJITSU, INC","Redzovic Jiu Jitsu","4900 N LINCOLN AVE","CHICAGO","IL","60625","40","3","40-3","20","1010","Limited Business License",,,"1681578","RENEW",,"2021-07-15T00:00:00.000","2021-07-27T00:00:00.000","N","2021-09-16T00:00:00.000","2023-09-15T00:00:00.000","2021-07-27T00:00:00.000","2021-09-07T00:00:00.000","AAI",,"21","41.970812027","-87.690108461","
,  
(41.970812027202975, -87.69010846133787)"
"9935-20231216","2935533","26244","1","MORRIS KURTZON INC","MORRIS KURTZON INC","1430 S TALMAN AVE","CHICAGO","IL","60608","28","53","28-53","10","1009","Manufacturing Establishments","929","Miscellaneous Manufacturing","9935","RENEW",,"2023-10-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-12-16T00:00:00.000","2025-12-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.861932151","-87.692139802","
,  
(41.86193215097501, -87.69213980163279)"
"2216393-20220916","2858434","85688","2","UNIVERSAL SCRAP METALS, INC.","UNIVERSAL SCRAP METALS,INC.","2500 W FULTON ST  1","CHICAGO","IL","60612","27","36","27-36","12","4404","Regulated Business License","816","Storage or Use of Hazardous Materials","2216393","RENEW",,"2022-07-15T00:00:00.000","2022-08-09T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.88672082","-87.689108268","
,  
(41.88672082039689, -87.68910826821138)"
"2214502-20180716","2597014","65792","2","PAUL D DOOLEY","DOOLEY BROS TOWING & AUTO REP","8517 S VINCENNES AVE 1ST","CHICAGO","IL","60620","21","2","21-2","6","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2214502","RENEW",,"2018-05-15T00:00:00.000","2018-07-09T00:00:00.000","N","2018-07-16T00:00:00.000","2020-07-15T00:00:00.000","2018-07-09T00:00:00.000","2018-07-09T00:00:00.000","AAI",,,"41.739354952","-87.63983969","
,  
(41.739354951667266, -87.63983968969981)"
"2214502-20200716","2729394","65792","2","PAUL D DOOLEY","DOOLEY BROS TOWING & AUTO REP","8517 S VINCENNES AVE 1ST","CHICAGO","IL","60620","21","2","21-2","6","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2214502","RENEW",,"2020-05-15T00:00:00.000","2020-06-30T00:00:00.000","N","2020-07-16T00:00:00.000","2022-07-15T00:00:00.000","2020-06-30T00:00:00.000","2020-07-01T00:00:00.000","AAI",,,"41.739354952","-87.63983969","
,  
(41.739354951667266, -87.63983968969981)"
"84804-20060816","1727768","65792","2","PAUL D DOOLEY","DOOLEY BROS TOWING & AUTO REP","8517 S VINCENNES AVE 1ST","CHICAGO","IL","60620","21","2","21-2","6","1569","Motor Vehicle Repair : Engine Only (Class II)",,,"84804","RENEW",,"2006-06-21T00:00:00.000","2006-08-04T00:00:00.000","N","2006-08-16T00:00:00.000","2007-08-15T00:00:00.000","2006-08-04T00:00:00.000","2006-08-07T00:00:00.000","AAI",,,"41.739354952","-87.63983969","
,  
(41.739354951667266, -87.63983968969981)"
"2749928-20220916","2862210","469991","1","JENNIFER BELLINE","JENNIFER BELLINE","[REDACTED FOR PRIVACY]","ELGIN","IL","60124",,,,,"7009","Pharmaceutical Representative","990","Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year","2749928","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2023-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,,,
"2216375-20220916","2858012","24719","1","MCGUIRE-WESTERN LUMBER CO","MCGUIRE-WESTERN LUMBER CO","225 N FRANCISCO AVE 1ST","CHICAGO","IL","60612","27","24","27-24","12","4404","Regulated Business License","816","Storage or Use of Hazardous Materials","2216375","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.884978078","-87.698706712","
,  
(41.88497807774412, -87.69870671229606)"
"2501291-20220916","2858157","49794","4","SMITH MAINTENANCE COMPANY","SMITH MAINTENANCE COMPANY","2221 W WALNUT ST 1 2","CHICAGO","IL","60612","27","27","27-27","12","1010","Limited Business License","633","Commercial Janitorial Services","2501291","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.885659292","-87.682532276","
,  
(41.88565929244961, -87.68253227637192)"
"2214412-20210816","2793048","55069","1","F & D GROUP LIMITED","JIFFY LUBE","5601 N ASHLAND AVE 1ST","CHICAGO","IL","60660","40","33","40-33","20","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2214412","RENEW",,"2021-06-15T00:00:00.000","2021-09-22T00:00:00.000","N","2021-08-16T00:00:00.000","2023-08-15T00:00:00.000","2021-09-22T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"22","41.983522067","-87.669670897","
,  
(41.98352206656161, -87.66967089674796)"
"84804-20050816","1607652","65792","2","PAUL D DOOLEY","DOOLEY BROS TOWING & AUTO REP","8517 S VINCENNES AVE 1ST","CHICAGO","IL","60620","21","2","21-2","6","1569","Motor Vehicle Repair : Engine Only (Class II)",,,"84804","RENEW",,"2005-06-21T00:00:00.000","2005-08-03T00:00:00.000","N","2005-08-16T00:00:00.000","2006-08-15T00:00:00.000","2005-08-03T00:00:00.000","2005-08-04T00:00:00.000","AAI",,,"41.739354952","-87.63983969","
,  
(41.739354951667266, -87.63983968969981)"
"1621023-20060216","1655688","27756","4","PREMIER BUILDING CONTRACTORS, INC.","PREMIER BUILDING CONTRACTORS","444  LAKE COOK RD  21","DEERFIELD","IL","60015",,,,,"1010","Limited Business License",,,"1621023","RENEW",,"2005-12-21T00:00:00.000","2006-01-20T00:00:00.000","N","2006-02-16T00:00:00.000","2007-02-15T00:00:00.000","2006-01-20T00:00:00.000","2006-01-23T00:00:00.000","AAI",,,,,
"1681578-20150916","2415336","302020","1","CHICAGO JIUJITSU, INC","Redzovic Jiu Jitsu","4900 N LINCOLN AVE","CHICAGO","IL","60625","40","3","40-3","20","1010","Limited Business License",,,"1681578","RENEW",,"2015-07-15T00:00:00.000","2016-05-05T00:00:00.000","N","2015-09-16T00:00:00.000","2017-09-15T00:00:00.000","2016-05-05T00:00:00.000","2016-05-05T00:00:00.000","AAI",,"21","41.970812027","-87.690108461","
,  
(41.970812027202975, -87.69010846133787)"
"2555989-20220916","2861441","421359","1","ANNABELLE CAVERO","ANNABELLE CAVERO","[REDACTED FOR PRIVACY]","MOUNT PROSPECT","IL","60056",,,,,"7009","Pharmaceutical Representative","990","Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year","2555989","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2023-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,,,
"2535998-20220916","2861366","417453","1","LINCOLN PARK TOBACCONIST, INC.","LINCOLN PARK TOBACCONIST","2662 N HALSTED ST 1ST","CHICAGO","IL","60614","43","50","43-50","19","1781","Tobacco","767 | 776 | 936 | 937","Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2535998","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2023-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.930803507","-87.64909406","
,  
(41.93080350696333, -87.6490940600735)"
"2419016-20240216","2946860","400370","1","1140 WEST MADISON LLC","MAD","1140 W MADISON ST 1","CHICAGO","IL","60607","34","31","34-31","12","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2419016","RENEW",,"2023-12-15T00:00:00.000","2024-02-13T00:00:00.000","N","2024-02-16T00:00:00.000","2026-02-15T00:00:00.000","2024-02-13T00:00:00.000","2024-03-22T00:00:00.000","AAI",,,"41.881748486","-87.655936775","
,  
(41.88174848570432, -87.65593677478378)"
"1681578-20090916","1983808","302020","1","CHICAGO JIUJITSU, INC","Redzovic Jiu Jitsu","4900 N LINCOLN AVE","CHICAGO","IL","60625","40","3","40-3","20","1010","Limited Business License",,,"1681578","RENEW",,"2009-07-15T00:00:00.000","2009-10-20T00:00:00.000","N","2009-09-16T00:00:00.000","2011-09-15T00:00:00.000","2009-10-27T00:00:00.000","2009-10-28T00:00:00.000","AAI",,"21","41.970812027","-87.690108461","
,  
(41.970812027202975, -87.69010846133787)"
"24698-20220716","2847048","63498","1","CAROLYN BILLINGS","HAROLD'S CHICKEN SHACK #55","100 W 87TH ST 1ST","CHICAGO","IL","60620","21","37","21-37","6","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","24698","RENEW",,"2022-05-15T00:00:00.000","2023-10-19T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.73637382","-87.627231565","
,  
(41.73637382027632, -87.62723156456728)"
"2563875-20220916","2858193","53921","2","CASA DI LAFRONZA SALON, LIMITED","SPA DI LA FRONZA SALON LTD","151 E WACKER DR CONCOURSE EAST TOWER","CHICAGO","IL","60601","42","44","42-44","1","4404","Regulated Business License","745 | 894 | 895 | 896","Provide Full Body Massage Services | Hair Services | Nail Services | Skincare Services","2563875","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.887999887","-87.622565133","
,  
(41.88799988734853, -87.62256513255957)"
"2437229-20231216","2936552","380542","1","BIRRIERIA ESTILO JALISCO INC.","BIRRIERIA ESTILO JALISCO INC.","2230 N WESTERN AVE 1ST","CHICAGO","IL","60647","1","9","1-9","14","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2437229","RENEW",,"2023-10-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-12-16T00:00:00.000","2025-12-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,"33","41.922472276","-87.687713806","
,  
(41.92247227572401, -87.68771380635987)"
"2863391-20220809","2863391","439285","2","MOHAMMAD J CHOWDHURY","MOHAMMAD J. CHOWDHURY","2737 W ROSEMONT AVE 2ND","CHICAGO","IL","60659","50","29","50-29","24","4406","Peddler License","769","Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way","2863391","ISSUE","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","N","2022-08-09T00:00:00.000","2024-08-15T00:00:00.000",,"2022-08-09T00:00:00.000","AAI",,,"41.99567348","-87.698671674","
,  
(41.99567347987781, -87.69867167367359)"
"1195422-20220916","2858567","220781","1","PAUL YOUNG FINE JEWELERS, INC.","PAUL YOUNG FINE JEWELERS","34 W RANDOLPH ST","CHICAGO","IL","60601","42","9","42-9","1","1010","Limited Business License","923","Retail Sales of Jewelry and Jewelry Repair","1195422","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"1","41.884591855","-87.629162767","
,  
(41.8845918549692, -87.62916276657924)"
